doi,exemplar,text,alpha,total_length_of_article
10.1037_a0022242,1,NA,NA,10721
10.1037_a0022243,1,NA,NA,91107
10.1037_a0022244,1,NA,NA,7372
10.1037_a0022246,1,NA,NA,22149
10.1037_a0022249,1,NA,NA,62802
10.1037_a0022250,1,NA,NA,51917
10.1037_a0022251,1,NA,NA,72677
10.1037_a0022254,1,NA,NA,30812
10.1037_a0022256,1,NA,NA,149694
10.1037_a0022258,1,NA,NA,41180
10.1037_a0022259,1,NA,NA,56308
10.1037_a0022261,1,NA,NA,54764
10.1037_a0022262,1,NA,NA,44678
10.1037_a0022264,1,NA,NA,46080
10.1037_a0022265,1,NA,NA,74659
10.1037_a0022267,1,NA,NA,139390
10.1037_a0022268,1,NA,NA,57653
10.1037_a0022275,1,NA,NA,72993
10.1037_a0022276,1,NA,NA,11530
10.1037_a0022277,1,NA,NA,11575
10.1037_a0022278,1,NA,NA,10165
10.1037_a0022279,1,NA,NA,11202
10.1037_a0022280,1,NA,NA,14532
10.1037_a0022281,1,NA,NA,10124
10.1037_a0022282,1,NA,NA,56390
10.1037_a0022283,1,NA,NA,87450
10.1037_a0022285,1,NA,NA,20109
10.1037_a0022286,1,NA,NA,60363
10.1037_a0022288,1,NA,NA,147681
10.1037_a0022289,1,NA,NA,23524
10.1037_a0022294,1,NA,NA,86482
10.1037_a0022298,1,NA,NA,36589
10.1037_a0022299,1,NA,NA,79953
10.1037_a0022300,1,NA,NA,63370
10.1037_a0022300,2,"α = .948).

**Values Scale**

A simple scale specif",0.948,63370
10.1037_a0022301,1,NA,NA,101167
10.1037_a0022301,2,a) and of unidimensionality (as measured by Revelle,NA,101167
10.1037_a0022301,3,"α, Revelle's β, and Mcdonald's ω-sub(H): Their rela",NA,101167
10.1037_a0022302,1,NA,NA,33711
10.1037_a0022303,1,NA,NA,65961
10.1037_a0022304,1,NA,NA,56017
10.1037_a0022305,1,NA,NA,3147
10.1037_a0022309,1,NA,NA,101138
10.1037_a0022310,1,NA,NA,39830
10.1037_a0022315,1,NA,NA,140462
10.1037_a0022316,1,NA,NA,44044
10.1037_a0022317,1,NA,NA,43772
10.1037_a0022318,1,NA,NA,62678
10.1037_a0022320,1,NA,NA,53290
10.1037_a0022324,1,NA,NA,116672
10.1037_a0022325,1,NA,NA,163955
10.1037_a0022327,1,NA,NA,189406
10.1037_a0022328,1,NA,NA,35935
10.1037_a0022329,1,NA,NA,91770
10.1037_a0022330,1,NA,NA,75772
10.1037_a0022331,1,NA,NA,77703
10.1037_a0022332,1,NA,NA,52995
10.1037_a0022333,1,NA,NA,117375
10.1037_a0022334,1,NA,NA,68860
10.1037_a0022335,1,NA,NA,149074
10.1037_a0022336,1,NA,NA,42714
10.1037_a0022337,1,NA,NA,61187
10.1037_a0022338,1,NA,NA,101007
10.1037_a0022339,1,NA,NA,54271
10.1037_a0022340,1,NA,NA,12451
10.1037_a0022341,1,NA,NA,57170
10.1037_a0022342,1,NA,NA,70834
10.1037_a0022343,1,NA,NA,59154
10.1037_a0022344,1,NA,NA,73356
10.1037_a0022350,1,NA,NA,86210
10.1037_a0022352,1,NA,NA,46950
10.1037_a0022353,1,NA,NA,23040
10.1037_a0022356,1,NA,NA,20226
10.1037_a0022357,1,NA,NA,67754
10.1037_a0022358,1,NA,NA,25794
10.1037_a0022361,1,NA,NA,137298
10.1037_a0022366,1,NA,NA,7652
10.1037_a0022367,1,NA,NA,61994
10.1037_a0022368,1,NA,NA,75198
10.1037_a0022369,1,NA,NA,63097
10.1037_a0022370,1,NA,NA,89418
10.1037_a0022373,1,NA,NA,45203
10.1037_a0022374,1,NA,NA,63487
10.1037_a0022375,1,NA,NA,83010
10.1037_a0022376,1,NA,NA,66219
10.1037_a0022377,1,NA,NA,46937
10.1037_a0022377,2,"α = .766), with scores of 10 and over deemed indica",0.766,46937
10.1037_a0022377,3,"α = .754). However, as only a small portion of the",0.754,46937
10.1037_a0022378,1,NA,NA,50611
10.1037_a0022379,1,NA,NA,51441
10.1037_a0022379,2,"a: attitude = .85, subjective norm = .61, perceived",0.85,51441
10.1037_a0022379,3,"a as follows: benefit = .59, ick = .78, jinx = .68,",0.59,51441
10.1037_a0022379,4,"a for superstitious beliefs was: positive = .76, ne",0.76,51441
10.1037_a0022382,1,NA,NA,8612
10.1037_a0022383,1,NA,NA,5617
10.1037_a0022385,1,NA,NA,74693
10.1037_a0022385,2,"as, and similar standard deviations to these constr",NA,74693
10.1037_a0022385,3,as when comparing our dimensions of character (α =,NA,74693
10.1037_a0022385,4,"a, the WLPe Character construct performs notably be",NA,74693
10.1037_a0022385,5,as with personality-type measures of character such,NA,74693
10.1037_a0022385,6,a measures found in existing multirater and persona,NA,74693
10.1037_a0022386,1,NA,NA,39705
10.1037_a0022388,1,NA,NA,21506
10.1037_a0022389,1,NA,NA,70578
10.1037_a0022390,1,NA,NA,38120
10.1037_a0022391,1,NA,NA,59445
10.1037_a0022392,1,NA,NA,63410
10.1037_a0022392,2,"a was calculated.

Results  


#### Descriptive Sta",NA,63410
10.1037_a0022392,3,a of both lists of items is adequate: Cronbach's al,NA,63410
10.1037_a0022392,4,a GEOCAT List 1 = .88; Cronbach's alpha GEOCAT List,0.88,63410
10.1037_a0022392,5,a GEOCAT List 2 = .96. This indicates that the item,0.96,63410
10.1037_a0022393,1,NA,NA,39758
10.1037_a0022394,1,NA,NA,4220
10.1037_a0022395,1,NA,NA,27617
10.1037_a0022397,1,NA,NA,57240
10.1037_a0022399,1,NA,NA,2935
10.1037_a0022400,1,NA,NA,52430
10.1037_a0022400,2,"a, with its focus on homogenous items, gives very l",NA,52430
10.1037_a0022400,3,"a (Cronbach, 1951). Initial psychometric analyses o",NA,52430
10.1037_a0022402,1,NA,NA,79899
10.1037_a0022402,2,"and Meehl (1955) and Campbell and Fiske (1959), val",NA,79899
10.1037_a0022402,3,"and Meehl's (1955) seminal paper, suggested more di",NA,79899
10.1037_a0022405,1,NA,NA,103601
10.1037_a0022407,1,NA,NA,64797
10.1037_a0022408,1,NA,NA,108912
10.1037_a0022409,1,NA,NA,67749
10.1037_a0022410,1,NA,NA,67299
10.1037_a0022411,1,NA,NA,53335
10.1037_a0022414,1,NA,NA,49429
10.1037_a0022416,1,NA,NA,87217
10.1037_a0022417,1,NA,NA,52451
10.1037_a0022418,1,NA,NA,15848
10.1037_a0022419,1,NA,NA,11013
10.1037_a0022420,1,NA,NA,45395
10.1037_a0022420,2,as were .82 and .83 for Dependency and Self-critici,0.82,45395
10.1037_a0022420,3,a varied between .71 and .86 for the five scales in,NA,45395
10.1037_a0022420,4,"as are .63 .64, .72, .79, and .81, respectively for",0.63,45395
10.1037_a0022421,1,NA,NA,41574
10.1037_a0022421,2,"a was .95.

**Client Attachment to Therapist Scale*",0.95,41574
10.1037_a0022422,1,NA,NA,45268
10.1037_a0022422,2,as of .87 and .88 were observed for baseline PA and,0.87,45268
10.1037_a0022423,1,NA,NA,67831
10.1037_a0022424,1,NA,NA,57824
10.1037_a0022425,1,NA,NA,64701
10.1037_a0022426,1,NA,NA,50699
10.1037_a0022426,2,a reliability value for the OQ-45 Total score was .,NA,50699
10.1037_a0022426,3,as ranging from .79 to .89. In a sample of 32 unive,NA,50699
10.1037_a0022426,4,"a values: RRI-T Total = .89, RRI-T G = .81, RRI-T R",0.89,50699
10.1037_a0022426,5,a) for the RRI Total scores were .87 (RRI-T) and .8,0.87,50699
10.1037_a0022426,6,a estimates for the overall WAI score were .90 for,NA,50699
10.1037_a0022427,1,NA,NA,55598
10.1037_a0022428,1,NA,NA,53984
10.1037_a0022429,1,NA,NA,51141
10.1037_a0022432,1,NA,NA,53047
10.1037_a0022433,1,NA,NA,6826
10.1037_a0022434,1,NA,NA,37919
10.1037_a0022435,1,NA,NA,56203
10.1037_a0022436,1,NA,NA,66449
10.1037_a0022437,1,NA,NA,102820
10.1037_a0022437,2,"a was .81 at Time 1 and .88 at Time 2.

**Syllable",0.81,102820
10.1037_a0022437,3,as obtained were .81 and .76 for the English and Ma,0.81,102820
10.1037_a0022437,4,"as were .96 and .95, respectively, for the English",0.96,102820
10.1037_a0022437,5,a of .83 was obtained for letter-name knowledge and,0.83,102820
10.1037_a0022439,1,NA,NA,47519
10.1037_a0022440,1,NA,NA,55347
10.1037_a0022440,2,"αs = 0.88 and 0.93, respectively; for younger sibli",0.88,55347
10.1037_a0022440,3,"αs = 0.85 and 0.89, respectively.

Adolescents also",0.85,55347
10.1037_a0022440,4,"αs = 0.82 and 0.81, respectively; Cronbach's α = 0.",0.82,55347
10.1037_a0022440,5,α = 0.86 for older and younger siblings' reports of,0.86,55347
10.1037_a0022440,6,"αs = 0.73 and 0.65, respectively; for younger sibli",0.73,55347
10.1037_a0022440,7,"αs = 0.70 and 0.66, respectively.

Results  


We u",0.7,55347
10.1037_a0022441,1,NA,NA,54425
10.1037_a0022441,2,a may not be an appropriate estimate of reliability,NA,54425
10.1037_a0022441,3,"a, is a measure of internal consistency reliability",NA,54425
10.1037_a0022441,4,a in the present study as it is the most broadly ap,NA,54425
10.1037_a0022441,5,a and did not include any other type of reliability,NA,54425
10.1037_a0022441,6,as and a variety of sample characteristics: mean ag,NA,54425
10.1037_a0022441,7,"a are often considered r2-equivalents, as they repr",NA,54425
10.1037_a0022441,8,a. All analyses were weighted by the inverse varian,NA,54425
10.1037_a0022441,9,"a. When this assumption is violated, it can cause C",NA,54425
10.1037_a0022441,10,a to underestimate the true reliability of the scor,NA,54425
10.1037_a0022441,11,"a, a congeneric measure of reliability might be mor",NA,54425
10.1037_a0022441,12,a tends to be higher for longer measures. The fact,NA,54425
10.1037_a0022441,13,a's assumption of possessing an essentially tau-equ,NA,54425
10.1037_a0022441,14,"a of .940; however, only 5 studies contributed to t",0.94,54425
10.1037_a0022442,1,NA,NA,13076
10.1037_a0022443,1,NA,NA,49844
10.1037_a0022446,1,NA,NA,53713
10.1037_a0022448,1,NA,NA,51802
10.1037_a0022449,1,NA,NA,47093
10.1037_a0022450,1,NA,NA,29605
10.1037_a0022451,1,NA,NA,56259
10.1037_a0022451,2,"a) of this scale was 0.60. Here, we do not report o",0.6,56259
10.1037_a0022451,3,as = 0.12–0.48). Ten observers were trained before,0.12,56259
10.1037_a0022451,4,a was 0.64. Caregiving attitude was only assessed i,0.64,56259
10.1037_a0022451,5,a = 0.60) and the Caregiving Attitude questionnaire,0.6,56259
10.1037_a0022451,6,"a = 0.64). Except for the NICHD study (Vandell, 199",0.64,56259
10.1037_a0022452,1,NA,NA,56649
10.1037_a0022457,1,NA,NA,23020
10.1037_a0022459,1,NA,NA,4241
10.1037_a0022461,1,NA,NA,122713
10.1037_a0022462,1,NA,NA,5119
10.1037_a0022463,1,NA,NA,70047
10.1037_a0022464,1,NA,NA,129901
10.1037_a0022465,1,NA,NA,68329
10.1037_a0022466,1,NA,NA,26351
10.1037_a0022469,1,NA,NA,59248
10.1037_a0022470,1,NA,NA,16594
10.1037_a0022471a,1,NA,NA,3795
10.1037_a0022471b,1,NA,NA,9249
10.1037_a0022471c,1,NA,NA,23180
10.1037_a0022471d,1,NA,NA,3106
10.1037_a0022472,1,NA,NA,8848
10.1037_a0022473,1,NA,NA,77534
10.1037_a0022474,1,NA,NA,41929
10.1037_a0022475,1,NA,NA,62237
10.1037_a0022477,1,NA,NA,31654
10.1037_a0022482,1,NA,NA,80164
10.1037_a0022483,1,NA,NA,30196
10.1037_a0022484,1,NA,NA,29094
10.1037_a0022485,1,NA,NA,49225
10.1037_a0022487,1,NA,NA,54680
10.1037_a0022489,1,NA,NA,60954
10.1037_a0022490,1,NA,NA,47254
10.1037_a0022491,1,NA,NA,52677
10.1037_a0022492,1,NA,NA,35681
10.1037_a0022494,1,NA,NA,181857
10.1037_a0022496,1,NA,NA,94216
10.1037_a0022498,1,NA,NA,8344
10.1037_a0022499,1,NA,NA,8500
10.1037_a0022500,1,NA,NA,42036
10.1037_a0022501,1,NA,NA,94195
10.1037_a0022501,2,"a = .80), and three indicators of latent STMC (Cron",0.8,94195
10.1037_a0022501,3,"a = .79).  
  
![abn-120-2-336-tbl2a.gif](http://la",0.79,94195
10.1037_a0022502,1,NA,NA,67952
10.1037_a0022503,1,NA,NA,100680
10.1037_a0022503,2,"as were acceptable, especially given the brevity of",NA,100680
10.1037_a0022503,3,a for these items was .69; higher scores on the sca,0.69,100680
10.1037_a0022503,4,as were again high for both anxiety (.85) and avoid,NA,100680
10.1037_a0022503,5,as were again high for both anxiety (.87) and avoid,NA,100680
10.1037_a0022503,6,as for both anxiety (.92) and avoidance (.86) were,NA,100680
10.1037_a0022503,7,as for both anxiety (.89) and avoidance (.76) were,NA,100680
10.1037_a0022503,8,as were .89 for the anxiety items and .90 for the a,0.89,100680
10.1037_a0022503,9,as were .86 for neuroticism and .76 for extraversio,0.86,100680
10.1037_a0022507,1,NA,NA,93954
10.1037_a0022508,1,NA,NA,53615
10.1037_a0022509,1,NA,NA,13485
10.1037_a0022511,1,NA,NA,83828
10.1037_a0022512,1,NA,NA,63002
10.1037_a0022514,1,NA,NA,55205
10.1037_a0022514,2,"a = .83; Roesch &amp; Vaughn, 2006). Hope is concep",0.83,55205
10.1037_a0022514,3,a = .85). Five items assess optimistic and pessimis,0.85,55205
10.1037_a0022515,1,NA,NA,3056
10.1037_a0022516,1,NA,NA,90844
10.1037_a0022516,2,"a of .84, and the formula-based factor had a Cronba",0.84,90844
10.1037_a0022516,3,"a of .80.

**Numeric test**

The procedure for the",0.8,90844
10.1037_a0022516,4,"a of .77 with the present sample of students.

The",0.77,90844
10.1037_a0022516,5,a of .81; the mental rotation test had a Cronbach's,0.81,90844
10.1037_a0022516,6,"a of .70.

The spatial visualization task was adapt",0.7,90844
10.1037_a0022524,1,NA,NA,40327
10.1037_a0022525,1,NA,NA,80461
10.1037_a0022526,1,NA,NA,55825
10.1037_a0022527,1,NA,NA,113993
10.1037_a0022528,1,NA,NA,47257
10.1037_a0022529,1,NA,NA,51037
10.1037_a0022530,1,NA,NA,105677
10.1037_a0022531,1,NA,NA,50485
10.1037_a0022532,1,NA,NA,66362
10.1037_a0022533,1,NA,NA,39856
10.1037_a0022533,2,as for the independent subscale were .78 for first,0.78,39856
10.1037_a0022534,1,NA,NA,54874
10.1037_a0022535,1,NA,NA,53199
10.1037_a0022536,1,NA,NA,65260
10.1037_a0022537,1,NA,NA,50491
10.1037_a0022538,1,NA,NA,63492
10.1037_a0022539,1,NA,NA,65289
10.1037_a0022540,1,NA,NA,93601
10.1037_a0022541,1,NA,NA,58344
10.1037_a0022542,1,NA,NA,170468
10.1037_a0022545,1,NA,NA,86047
10.1037_a0022546,1,NA,NA,90537
10.1037_a0022547,1,NA,NA,69301
10.1037_a0022550,1,NA,NA,81710
10.1037_a0022553,1,NA,NA,10736
10.1037_a0022555,1,NA,NA,4055
10.1037_a0022556,1,NA,NA,30345
10.1037_a0022557,1,NA,NA,39927
10.1037_a0022558,1,NA,NA,77275
10.1037_a0022559,1,NA,NA,23620
10.1037_a0022560,1,NA,NA,15167
10.1037_a0022561,1,NA,NA,68331
10.1037_a0022562,1,NA,NA,15733
10.1037_a0022563,1,NA,NA,43239
10.1037_a0022564,1,NA,NA,15817
10.1037_a0022566,1,NA,NA,31646
10.1037_a0022567,1,NA,NA,78831
10.1037_a0022569,1,NA,NA,55945
10.1037_a0022571,1,NA,NA,55899
10.1037_a0022572,1,NA,NA,48510
10.1037_a0022573,1,NA,NA,27939
10.1037_a0022574,1,NA,NA,31528
10.1037_a0022575,1,NA,NA,72869
10.1037_a0022576,1,NA,NA,25074
10.1037_a0022577,1,NA,NA,58983
10.1037_a0022578,1,NA,NA,48928
10.1037_a0022580,1,NA,NA,61951
10.1037_a0022581,1,NA,NA,96644
10.1037_a0022582,1,NA,NA,76187
10.1037_a0022583,1,NA,NA,72936
10.1037_a0022584,1,NA,NA,76721
10.1037_a0022586,1,NA,NA,48525
10.1037_a0022587,1,NA,NA,63725
10.1037_a0022588,1,NA,NA,31753
10.1037_a0022590,1,NA,NA,48516
10.1037_a0022591,1,NA,NA,61371
10.1037_a0022592,1,NA,NA,27252
10.1037_a0022593,1,NA,NA,52878
10.1037_a0022594,1,NA,NA,46800
10.1037_a0022595,1,NA,NA,53537
10.1037_a0022596,1,NA,NA,43836
10.1037_a0022597,1,NA,NA,85987
10.1037_a0022598,1,NA,NA,38654
10.1037_a0022598,2,a = .93. Although the negative emotion measures wer,0.93,38654
10.1037_a0022598,3,"a = .78; abnormality appraisal, Cronbach's alpha =",0.78,38654
10.1037_a0022598,4,"a = .87. Also, in a principal components factor ana",0.87,38654
10.1037_a0022599,1,NA,NA,31449
10.1037_a0022600,1,NA,NA,63342
10.1037_a0022600,2,a = .87). Overall anger and disgust intensity varia,0.87,63342
10.1037_a0022601,1,NA,NA,33475
10.1037_a0022602,1,NA,NA,55540
10.1037_a0022602,2,"as for the attention-focusing, inhibitory-control,",NA,55540
10.1037_a0022604,1,NA,NA,68313
10.1037_a0022605,1,NA,NA,50871
10.1037_a0022607,1,NA,NA,125798
10.1037_a0022609,1,NA,NA,3785
10.1037_a0022610,1,NA,NA,71874
10.1037_a0022611,1,NA,NA,3793
10.1037_a0022615,1,NA,NA,102302
10.1037_a0022616,1,NA,NA,72893
10.1037_a0022616,2,a for mothers reports of father violence was .74 an,0.74,72893
10.1037_a0022616,3,as for the variety scores were acceptable (for moth,NA,72893
10.1037_a0022617,1,NA,NA,55427
10.1037_a0022620,1,NA,NA,59830
10.1037_a0022620,2,"as for the assessments at 7, 9, and 12 years of age",NA,59830
10.1037_a0022620,3,"as were .53, .75, .59, .49, and .69 for CP, hyperac",0.53,59830
10.1037_a0022620,4,a was computed separately for the first- and second,NA,59830
10.1037_a0022620,5,a was .80 for the firstborn twins and .83 for the s,0.8,59830
10.1037_a0022620,6,a was computed separately for the first- and second,NA,59830
10.1037_a0022620,7,a was .55 for the firstborn twins and .76 for the s,0.55,59830
10.1037_a0022620,8,"a was .66.

#### Measures: Outcomes

Child- and fam",0.66,59830
10.1037_a0022620,9,"as were .86, .77, and .63, for hyperactivity, emoti",0.86,59830
10.1037_a0022620,10,as for the narcissism and impulsivity scales were .,NA,59830
10.1037_a0022620,11,a was .75 (both twins were assessed with the same s,0.75,59830
10.1037_a0022620,12,"a was .59.

#### Analyses

The analyses proceeded i",0.59,59830
10.1037_a0022621,1,NA,NA,82575
10.1037_a0022622,1,NA,NA,99835
10.1037_a0022623,1,NA,NA,70110
10.1037_a0022624,1,NA,NA,41902
10.1037_a0022625,1,NA,NA,52673
10.1037_a0022627,1,NA,NA,57578
10.1037_a0022628,1,NA,NA,86180
10.1037_a0022630,1,NA,NA,83573
10.1037_a0022634,1,NA,NA,71650
10.1037_a0022635,1,NA,NA,74301
10.1037_a0022635,2,"a (95% CI) = .73 (.67, .78), .78 (.73, .82), and .8",0.73,74301
10.1037_a0022635,3,"a (95% CI) = .86 (.83, .88), .86 (.83, .88), and .8",0.86,74301
10.1037_a0022635,4,"a (95% CI) = .79 (.76, .83), .78 (.74, .82), and .7",0.79,74301
10.1037_a0022637,1,NA,NA,50521
10.1037_a0022638,1,NA,NA,76761
10.1037_a0022639,1,NA,NA,105771
10.1037_a0022640,1,NA,NA,91637
10.1037_a0022641,1,NA,NA,118082
10.1037_a0022642,1,NA,NA,93786
10.1037_a0022643,1,NA,NA,135030
10.1037_a0022644,1,NA,NA,42187
10.1037_a0022647,1,NA,NA,67951
10.1037_a0022648,1,NA,NA,68088
10.1037_a0022650,1,NA,NA,44816
10.1037_a0022652,1,NA,NA,54060
10.1037_a0022654,1,NA,NA,21465
10.1037_a0022655,1,NA,NA,77447
10.1037_a0022656,1,NA,NA,91911
10.1037_a0022657,1,NA,NA,54934
10.1037_a0022658,1,NA,NA,135445
10.1037_a0022659,1,NA,NA,29368
10.1037_a0022660,1,NA,NA,55691
10.1037_a0022663,1,NA,NA,67911
10.1037_a0022666,1,NA,NA,37391
10.1037_a0022667,1,NA,NA,42919
10.1037_a0022667,2,a coefficients for consensus and consistency estima,NA,42919
10.1037_a0022667,3,a: A tool for assessing the reliability of scales.,NA,42919
10.1037_a0022668,1,NA,NA,38334
10.1037_a0022669,1,NA,NA,63942
10.1037_a0022671,1,NA,NA,3244
10.1037_a0022672,1,NA,NA,86171
10.1037_a0022673,1,NA,NA,103148
10.1037_a0022674,1,NA,NA,99675
10.1037_a0022675,1,NA,NA,101924
10.1037_a0022675,2,a coefficient of the aggregated team-member scores,NA,101924
10.1037_a0022675,3,"a coefficient in this case was .84.

**Team negativ",0.84,101924
10.1037_a0022675,4,a coefficient of the aggregated team-member scores,NA,101924
10.1037_a0022675,5,a coefficient of the aggregated team member scores,NA,101924
10.1037_a0022675,6,a coefficient of the aggregated team member scores,NA,101924
10.1037_a0022675,7,a coefficients computed for the aggregated team sco,NA,101924
10.1037_a0022676,1,NA,NA,113601
10.1037_a0022677,1,NA,NA,64110
10.1037_a0022677,2,"a = .89), and is our measure of social functioning.",0.89,64110
10.1037_a0022679,1,NA,NA,26839
10.1037_a0022680,1,NA,NA,101682
10.1037_a0022683,1,NA,NA,34611
10.1037_a0022684,1,NA,NA,117109
10.1037_a0022685,1,NA,NA,32583
10.1037_a0022686,1,NA,NA,49342
10.1037_a0022688,1,NA,NA,74735
10.1037_a0022688,2,"a was .78.

**Openness**

The variable of openness",0.78,74735
10.1037_a0022688,3,"α = .86).

The last three scales (negative reaction",0.86,74735
10.1037_a0022689,1,NA,NA,66686
10.1037_a0022689,2,"a of .87 for ATGR, .76 for GRA, and .89 for PPAC. A",0.87,66686
10.1037_a0022690,1,NA,NA,69478
10.1037_a0022691,1,NA,NA,24832
10.1037_a0022692,1,NA,NA,51844
10.1037_a0022693,1,NA,NA,11899
10.1037_a0022695,1,NA,NA,39270
10.1037_a0022696,1,NA,NA,60155
10.1037_a0022696,2,a coefficients ranged from .85 to .87 (depending on,NA,60155
10.1037_a0022697,1,NA,NA,50510
10.1037_a0022701,1,NA,NA,26786
10.1037_a0022702,1,NA,NA,54062
10.1037_a0022702,2,a for the current sample was .90 and .92 for the in,0.9,54062
10.1037_a0022702,3,"a for the current sample was .90.

#### Therapists
",0.9,54062
10.1037_a0022702,4,"a for the current sample was .94.

#### Procedure

",0.94,54062
10.1037_a0022703,1,NA,NA,16447
10.1037_a0022704,1,NA,NA,45005
10.1037_a0022705,1,NA,NA,46275
10.1037_a0022706,1,NA,NA,80365
10.1037_a0022708,1,NA,NA,70878
10.1037_a0022708,2,"a for the “ability” scale was .89.

Workplace stres",0.89,70878
10.1037_a0022709,1,NA,NA,90672
10.1037_a0022710,1,NA,NA,75967
10.1037_a0022713,1,NA,NA,42432
10.1037_a0022720,1,NA,NA,63671
10.1037_a0022721,1,NA,NA,47645
10.1037_a0022723,1,NA,NA,37472
10.1037_a0022725,1,NA,NA,29156
10.1037_a0022727,1,NA,NA,118608
10.1037_a0022728,1,NA,NA,122921
10.1037_a0022733,1,NA,NA,50741
10.1037_a0022734,1,NA,NA,85488
10.1037_a0022735,1,NA,NA,52284
10.1037_a0022736,1,NA,NA,11258
10.1037_a0022737,1,NA,NA,10220
10.1037_a0022738,1,NA,NA,74503
10.1037_a0022739,1,NA,NA,36823
10.1037_a0022740,1,NA,NA,40795
10.1037_a0022741,1,NA,NA,88304
10.1037_a0022741,2,"α = .93).

**Leader effectiveness**

Perceptions of",0.93,88304
10.1037_a0022741,3,"α = .82).

#### Results

**Manipulation checks**

A",0.82,88304
10.1037_a0022741,4,α = .95) of overall status perception. This and all,0.95,88304
10.1037_a0022741,5,"α = .84. The second scale, used to measure a partic",0.84,88304
10.1037_a0022741,6,"α = .85.

As an additional manipulation check, freq",0.85,88304
10.1037_a0022741,7,"α = .94).

**Leader self-confidence**

Because self",0.94,88304
10.1037_a0022741,8,"a of .72 and were highly correlated (β = .60, p < .",0.72,88304
10.1037_a0022743,1,NA,NA,52297
10.1037_a0022744,1,NA,NA,32290
10.1037_a0022746,1,NA,NA,7182
10.1037_a0022747,1,NA,NA,93612
10.1037_a0022748,1,NA,NA,76543
10.1037_a0022749,1,NA,NA,110916
10.1037_a0022753,1,NA,NA,48679
10.1037_a0022754,1,NA,NA,50672
10.1037_a0022755,1,NA,NA,43916
10.1037_a0022755,2,"α = .90) and family members (Cronbach's α = .93).

",0.9,43916
10.1037_a0022755,3,"α = .93).

Family relations were measured by an ada",0.93,43916
